Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Berruguete,Loft,Entire home/apt,3,2.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers",80.0,1,0,4.394449154672439
Gaztambide,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock,Private entrance",75.0,2,15,4.330733340286331
Gaztambide,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",65.0,1,0,4.189654742026425
Gaztambide,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,24-hour check-in,Laptop friendly workspace",60.0,1,0,4.110873864173311
Arapiles,House,Private room,2,2.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",18.0,1,0,2.9444389791664403
Arapiles,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",90.0,2,15,4.51085950651685
Arapiles,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Wheelchair accessible,Pets live on this property,Elevator in building,Heating,Family/kid friendly,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",30.0,1,0,3.4339872044851463
La Paz,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers",40.0,1,0,3.713572066704308
La Paz,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",51.0,1,0,3.9512437185814275
Valdezarza,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo",30.0,1,0,3.4339872044851463
Valdezarza,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Pets allowed,Elevator in building,Heating,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",18.0,1,8,2.9444389791664403
Valverde,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Elevator in building,Dryer,First aid kit,Safety card,Essentials,Shampoo",30.0,1,0,3.4339872044851463
Valverde,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Pool,Elevator in building,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",32.0,1,0,3.4965075614664802
Casa de Campo,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,1,0,4.110873864173311
Casa de Campo,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Shampoo,Hangers,Iron,Laptop friendly workspace",24.0,1,0,3.2188758248682006
Casa de Campo,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",122.0,1,0,4.812184355372417
Numancia,Condominium,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,1,0,4.330733340286331
El Plantío,House,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Free parking on premises,Buzzer/wireless intercom,Heating",40.0,1,0,3.713572066704308
Aravaca,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",52.0,1,0,3.970291913552122
Aravaca,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Puerta del Angel,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,10,3.044522437723423
Puerta del Angel,Apartment,Private room,6,2.0,1.0,7.0,Real Bed,"TV,Internet,Wireless Internet,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Dryer",20.0,1,15,3.044522437723423
Puerta del Angel,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Washer",12.0,1,5,2.5649493574615367
Puerta del Angel,Dorm,Private room,7,2.0,1.0,7.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",20.0,1,15,3.044522437723423
Puerta del Angel,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Free parking on premises,Heating,Family/kid friendly,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_50",22.0,1,0,3.1354942159291497
Puerta del Angel,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",30.0,1,0,3.4339872044851463
Puerta del Angel,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,24-hour check-in,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
Puerta del Angel,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Free parking on premises,Heating,Dryer,Smoke detector,First aid kit,Essentials",40.0,1,0,3.713572066704308
Puerta del Angel,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",70.0,2,15,4.2626798770413155
Lucero,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron",95.0,4,10,4.564348191467836
Lucero,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Breakfast,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",25.0,1,0,3.258096538021482
Lucero,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Kitchen,Breakfast,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",18.0,1,7,2.9444389791664403
Aluche,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Hair dryer,Laptop friendly workspace",20.0,1,0,3.044522437723423
Aluche,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Shampoo",15.0,1,0,2.772588722239781
San Isidro,Other,Entire home/apt,5,1.0,2.0,3.0,Pull-out Sofa,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",39.0,2,10,3.6888794541139363
San Isidro,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo",55.0,1,0,4.02535169073515
San Isidro,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",50.0,1,0,3.9318256327243257
San Isidro,House,Private room,4,1.0,1.0,3.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50",21.0,2,11,3.091042453358316
Comillas,House,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",18.0,1,5,2.9444389791664403
Opañel,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Washer,Essentials",15.0,1,0,2.772588722239781
Opañel,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",19.0,1,0,2.995732273553991
Almagro,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,"Wireless Internet,Kitchen,Pets live on this property,Dog(s),translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,3,20,3.258096538021482
Almagro,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Breakfast,Elevator in building,First aid kit,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,10,3.258096538021482
Rios Rosas,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",64.0,2,15,4.174387269895637
Rios Rosas,Other,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50",88.0,1,0,4.48863636973214
Rios Rosas,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",60.0,1,0,4.110873864173311
Rios Rosas,Bed & Breakfast,Private room,2,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Hangers,Hair dryer,Iron",30.0,1,0,3.4339872044851463
Rios Rosas,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",72.0,1,0,4.290459441148391
Rios Rosas,House,Private room,2,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Heating,Washer,First aid kit,Shampoo,Hair dryer,Iron",90.0,1,0,4.51085950651685
Rios Rosas,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,3,20,4.330733340286331
Fuentelareina,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,407.0,1,0,6.0112671744041615
Argüelles,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron",81.0,1,0,4.406719247264253
Argüelles,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
Argüelles,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Washer,Shampoo,24-hour check-in,Hair dryer,Laptop friendly workspace",30.0,1,0,3.4339872044851463
Argüelles,Apartment,Private room,4,1.0,2.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Pets live on this property,Elevator in building,Heating,Washer,Essentials,Shampoo,Iron",65.0,1,25,4.189654742026425
Argüelles,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",40.0,2,20,3.713572066704308
Argüelles,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",35.0,1,0,3.58351893845611
Argüelles,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",105.0,4,15,4.663439094112067
Puerta Bonita,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",16.0,1,0,2.833213344056216
Buenavista,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Elevator in building,Smoke detector,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",23.0,1,0,3.1780538303479458
Almendrales,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Pool,Kitchen,Doorman,Gym,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,15,3.258096538021482
Almendrales,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",17.0,1,0,2.8903717578961645
Moscardó,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Heating,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,0,3.044522437723423
Pradolongo,House,Private room,2,1.0,1.0,1.0,Real Bed,,35.0,1,0,3.58351893845611
San Diego,Apartment,Entire home/apt,6,2.0,3.0,5.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials",100.0,1,0,4.61512051684126
San Diego,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",20.0,1,0,3.044522437723423
San Diego,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Washer,Safety card,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room",22.0,1,0,3.1354942159291497
Palomeras Bajas,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Laptop friendly workspace",25.0,1,0,3.258096538021482
Palomeras Bajas,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron",60.0,2,15,4.110873864173311
Palomeras Sureste,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",21.0,1,0,3.091042453358316
